timestamp;user;acceleration_x;acceleration_y;acceleration_z;gyro_x;gyro_y;gyro_z
;;0.1785;-1.4158;-0.4198;2.2478;-0.4030;3.2750
;;0.2235;-0.7798;-0.2513;0.9983;0.7762;0.6346
;;0.2941;-1.4309;-0.4930;-0.9193;-0.5583;-0.6978
;;0.1421;-0.9967;-0.1313;-2.0718;-0.4912;-2.0607
;;0.1521;-0.6549;-0.0670;-0.7462;0.5430;-0.7918
;;0.2594;-0.9928;-0.3555;2.2486;0.0532;2.9016
;;0.2072;-0.8272;-0.3899;0.7731;1.3009;0.8583
;;0.3276;-1.1391;-0.4698;-0.2694;-0.3217;-0.0602
;;0.2392;-1.2312;-0.2547;-1.2203;-0.5071;-1.8947
;;0.2454;-1.3312;-0.4957;0.2672;-0.4192;0.3741
;;0.1956;-1.1638;-0.2777;-1.3688;-0.7884;-1.1323
;;0.1414;-0.8072;-0.0854;-1.4721;-0.0409;-1.3057
;;0.1536;-0.9435;-0.1836;0.6785;0.8029;1.1388
;;0.2583;-0.9036;-0.2609;1.7351;-1.3290;1.9443
;;0.1642;-0.9771;-0.3642;0.1950;-0.0748;0.1608
;;0.2789;-1.3902;-0.1841;-1.6490;-1.3363;-0.8360
;;0.1816;-0.9868;-0.0076;-1.8375;-0.3822;-2.0717
;;0.2519;-0.7859;-0.1499;0.1906;0.3006;0.0875
;;0.1646;-1.2711;-0.4006;1.4460;-0.2052;1.9423
;;0.2477;-0.7009;-0.2831;0.8446;0.5703;1.1791
;;0.2343;-1.5365;-0.2911;-0.8980;-0.5041;-0.9882
;;0.1594;-0.8581;-0.1163;-1.6720;-0.9213;-2.3734
;;0.2252;-0.8839;-0.0845;-0.3115;0.5680;0.0390
;;0.2004;-1.0926;-0.3027;1.5699;-0.5822;2.1809
;;0.2560;-0.7802;-0.2831;1.0341;-0.0706;0.6963
;;0.2096;-1.2447;-0.4059;-0.7790;-0.4005;-0.6744
;;0.1528;-0.7576;-0.1598;-1.7253;-0.3445;-1.4194
;;0.1931;-0.9831;-0.0599;-0.4723;1.3869;0.1045
;;0.2104;-1.1392;-0.3012;1.3110;-0.8596;1.0749
;;0.1078;-0.6688;-0.0965;-1.1669;-0.1659;-1.3823
;;0.3087;-1.1659;-0.3286;1.5312;0.2549;2.9035
;;0.1166;-0.8728;-0.2523;1.2540;0.2025;0.8467
;;0.2856;-0.9034;-0.4469;-0.1390;-0.6276;-0.1305
;;0.2003;-1.3167;-0.2548;-1.2885;-0.9101;-1.2436
;;0.1020;-0.7356;-0.0602;-1.5318;-0.2077;-1.6045
;;0.2240;-0.7954;-0.2569;0.2989;0.3240;0.7900
;;0.3166;-1.0646;-0.5035;1.3840;-0.5629;0.9133
;;0.2628;-0.5487;-0.2373;0.9034;-0.5761;0.6729
;;0.3866;-1.5317;-0.3900;-0.1788;-0.2531;0.4851
;;0.2376;-0.7966;-0.3759;1.0032;1.8377;1.0594
;;0.2584;-1.3371;-0.4270;-0.6704;1.2125;-0.2752
;;0.1658;-0.9601;-0.1004;-1.4659;-1.3523;-2.0465
;;0.1711;-0.7836;-0.1632;-1.1567;0.3432;-1.7360
;;0.1966;-1.3694;-0.5665;2.1563;1.2223;3.0552
;;0.2636;-0.6608;-0.1988;0.9690;0.2286;0.9379
;;0.1778;-1.4241;-0.3752;0.0629;0.5842;-0.0359
;;0.1948;-1.0867;-0.2483;-1.3337;-0.9459;-1.2539
;;0.0875;-0.7363;-0.0756;-1.2438;0.0983;-1.3657
;;0.1429;-1.0425;-0.2833;1.0057;1.0038;1.6772
;;0.1580;-0.7392;-0.1617;1.1263;0.8346;1.1128
;;0.1680;-1.2551;-0.3895;0.4866;0.3957;0.4298
;;0.2030;-1.1810;-0.2480;-1.2816;-0.3836;-0.9529
;;0.2081;-0.7632;-0.0813;-1.4940;-0.6838;-1.2786
;;0.3144;-1.0990;-0.2341;-0.3886;0.7631;0.1442
;;0.1066;-0.8102;-0.2245;1.2591;0.2042;1.3556
;;0.2332;-0.9209;-0.3022;1.1212;-0.0215;1.4073
;;0.1766;-1.3245;-0.3713;-0.8948;-0.6283;-0.4361
;;0.2830;-1.0233;-0.2381;0.0781;0.5485;0.8358
;;0.1227;-1.0115;-0.2540;1.3035;-0.2934;1.2748
;;0.2075;-0.8457;-0.4092;0.7847;0.4778;0.8385
;;0.2048;-1.4986;-0.3223;-1.1554;-0.3833;-0.7037
;;0.0890;-0.7379;-0.1046;-1.7133;-0.6673;-1.9706
;;0.1809;-0.8502;-0.2004;0.1535;0.1958;0.9432
;;0.0461;-1.2885;-0.3922;1.3856;0.2040;1.3930
;;0.2042;-0.6351;-0.4187;0.4716;0.6117;0.8091
;;0.0779;-1.1503;-0.4434;-0.5531;0.2493;-1.0415
;;0.0145;-0.6972;-0.1763;-1.1576;0.3126;-1.5814
;;0.1232;-0.9823;-0.2566;-0.3065;-0.4260;0.2413
;;0.1312;-1.2043;-0.2683;0.7561;-0.8055;1.0311
;;0.1237;-0.6061;-0.4292;0.6138;-0.5904;0.7682
;;0.1699;-1.3734;-0.5038;-0.3593;1.0278;0.2852
;;0.1868;-0.6161;-0.2424;-0.4140;-1.6177;-1.0713
;;0.0258;-1.0516;-0.1647;-1.0452;0.9540;-0.6310
;;0.0844;-1.0937;-0.3943;0.8058;-1.4501;0.4858
;;0.1966;-0.6350;-0.3172;0.6122;0.4662;0.8910
;;0.0742;-1.5917;-0.3634;-0.3353;1.1795;0.4105
;;0.0883;-0.6950;-0.1928;-0.8957;-0.3290;-1.3002
;;0.1745;-1.0540;-0.1764;-0.6626;0.4006;-0.2752
;;0.0874;-1.2472;-0.3174;0.9956;-0.0031;1.0501
;;0.1472;-0.6428;-0.1805;0.5735;0.4830;0.4174
;;0.1554;-1.5193;-0.4119;0.3292;-0.0299;0.4677
;;0.2206;-1.3121;-0.1857;-1.5305;-0.4411;-1.3896
;;0.1514;-0.8643;-0.0470;-1.1862;-0.0160;-1.7593
;;0.2262;-1.0539;-0.2877;1.3591;0.1963;1.6792
;;0.0641;-0.7890;-0.2560;1.0440;0.8186;1.4666
;;0.2872;-1.1271;-0.4662;0.1917;-0.2695;0.4675
;;0.3266;-1.4319;-0.2819;-1.1863;-1.1794;-0.9974
;;0.0914;-0.8419;-0.0629;-1.7681;-0.7163;-2.5418
;;0.1964;-0.7652;-0.1609;-1.2975;0.1631;-1.4901
;;0.2116;-0.7569;-0.1563;-0.7285;0.1831;-0.3263
;;0.1591;-1.2599;-0.3360;0.8750;-0.8172;0.5631
;;0.2303;-0.6763;-0.2261;1.0786;0.0866;0.8751
;;0.2035;-1.5420;-0.3938;-0.1401;0.8197;0.4577
;;0.2395;-0.9268;-0.2510;0.6919;0.6271;1.4993
;;0.0831;-1.0557;-0.2420;1.2657;0.8064;1.6192
;;0.2595;-0.9010;-0.3466;0.8907;0.1740;0.7492
;;0.2501;-1.3744;-0.3114;-1.2973;-0.9415;-1.1852
;;0.1342;-0.8616;-0.0606;-1.8747;-0.7871;-1.8275
;;0.2639;-0.9059;-0.1419;0.4916;0.4451;1.0972
;;0.0452;-1.0192;-0.2370;1.5815;-0.2393;1.4177
;;0.2401;-0.8356;-0.4693;0.9189;-0.0154;0.9409
;;0.3078;-1.4182;-0.2879;-1.2574;-1.2108;-1.1917
;;0.1485;-0.8176;-0.0597;-1.9823;-0.4887;-2.5660
;;0.2355;-0.8207;-0.1960;0.0592;0.2062;0.3192
;;0.1570;-1.0039;-0.2219;1.6182;-0.2197;2.1529
;;0.2747;-0.8978;-0.3268;1.2227;0.3063;0.8233
;;0.1521;-1.1682;-0.3439;-1.0823;0.2762;-0.6850
;;0.1665;-0.8750;-0.1647;-1.6520;-0.1943;-1.6736
;;0.1270;-0.9265;-0.0567;-0.7124;0.8434;-0.6106
;;0.1160;-1.0366;-0.3439;1.5658;-0.3358;1.4611
;;0.2157;-0.6589;-0.3250;0.8109;1.4862;1.6409
;;0.1158;-0.9127;-0.1895;-1.5663;-0.7299;-1.6420
;;0.1501;-0.9303;-0.0662;-1.2986;0.7212;-0.7729
;;0.2402;-1.0244;-0.2803;1.4326;-0.2312;1.7642
;;0.1469;-0.6707;-0.1873;1.2180;-0.1432;0.6807
;;0.2072;-1.2961;-0.4156;0.0495;0.2838;0.2305
;;0.1638;-1.1154;-0.2069;-1.6485;-0.6350;-1.0424
;;0.1210;-0.9424;-0.0394;-1.5359;0.5758;-1.0188
;;0.1806;-1.0015;-0.2782;0.9938;0.4395;1.2540
;;0.1942;-0.6332;-0.2233;1.5282;-0.1320;1.5490
;;0.2192;-1.3369;-0.4697;0.2243;-0.1339;0.2503
;;0.1441;-1.1531;-0.2121;-1.6533;-0.4708;-1.0345
;;0.1486;-0.8741;-0.0598;-1.7130;-0.0882;-1.8393
;;0.2194;-1.0011;-0.2697;1.1622;0.3073;1.7604
;;0.1007;-0.7012;-0.1266;1.1002;-0.4187;1.0707
;;0.2608;-1.2258;-0.3857;0.5663;0.0170;0.6489
;;0.2405;-1.2199;-0.2905;-1.0126;-1.3195;-0.7250
;;0.1510;-0.7295;-0.0908;-1.6168;-0.4084;-1.2173
;;0.2734;-1.3991;-0.1050;0.7374;1.2219;1.1122
;;-0.1360;-0.6204;-0.0974;1.1148;1.2312;0.7922
;;0.2077;-1.0927;-0.3328;0.8844;-0.2160;1.1446
;;0.2601;-1.3625;-0.3282;-1.1115;-1.3278;-0.4663
;;0.1499;-0.7536;-0.0936;-1.7401;0.3839;-1.7438
;;0.2305;-1.1322;-0.2468;0.2299;0.5753;0.5602
;;0.0252;-0.7588;-0.2075;1.3585;-0.5593;1.2194
;;0.2127;-0.8897;-0.3443;0.9332;-0.1509;1.1321
;;0.2405;-1.2439;-0.3354;-1.0616;-0.8905;-0.7983
;;0.1389;-0.7479;-0.0791;-1.7768;0.0668;-2.0190
;;0.1928;-1.0313;-0.2375;0.1177;0.8109;0.5521
;;0.1100;-0.7467;-0.1597;1.2104;0.9568;1.4729
;;0.2600;-1.3047;-0.4198;1.0907;-0.1729;1.3374
;;0.2829;-1.2895;-0.2620;-1.0251;-1.1431;-0.8600
;;0.1703;-0.9292;-0.2193;-1.3171;-0.7017;-1.0433
;;0.2491;-0.7355;-0.1130;-0.9010;-0.1905;-0.6672
;;0.1067;-1.0352;-0.3507;0.8183;0.4334;0.4665
;;0.1654;-1.2348;-0.3535;0.4284;-0.1019;0.4231
;;0.1600;-0.8591;-0.0849;-1.7586;-0.4936;-1.8121
;;0.2456;-0.9875;-0.1455;0.3913;0.6435;1.0074
;;0.1136;-0.9836;-0.1748;1.3403;-0.1582;1.1648
;;0.2038;-0.9256;-0.3738;1.0097;0.4394;1.0893
;;0.2646;-1.2993;-0.2763;-1.0010;-1.1314;-0.7976
;;0.1512;-0.7616;-0.0854;-1.7536;0.0440;-1.9671
;;0.2086;-1.0387;-0.1240;0.0853;0.6771;0.3827
;;0.0812;-0.9252;-0.2326;1.5637;-0.2934;1.5554
;;0.1955;-0.8583;-0.3425;0.9894;0.3788;0.8697
;;0.2197;-1.2173;-0.2452;-0.8632;-0.5685;-0.7989
;;0.0695;-0.8262;-0.1011;-1.7577;0.3463;-1.8397
;;0.2361;-0.9704;-0.1064;-0.1011;0.5049;0.2656
;;0.1897;-1.2251;-0.2561;1.2255;-0.8129;1.3078
;;0.2214;-0.7353;-0.2237;0.9589;0.4522;0.5834
;;0.2011;-1.6230;-0.4443;-0.6294;-0.5321;0.0644
;;0.1438;-0.7900;-0.1532;-1.6388;-0.1472;-1.3066
;;0.1517;-1.0536;-0.0836;-1.0097;0.7671;-0.6053
;;0.1292;-1.1365;-0.2689;1.1987;-0.2332;1.0727
;;0.2814;-1.0439;-0.4222;0.0073;-0.6206;-0.1171
;;0.0402;-0.8168;-0.1267;-1.8786;0.4056;-1.8439
;;0.1940;-0.9927;-0.1053;-0.9596;-0.0110;-0.5433
;;0.1454;-1.1434;-0.2351;1.5282;-0.4871;1.7075
;;0.1118;-0.6847;-0.1356;1.0280;0.7474;0.9882
;;0.1772;-1.3403;-0.4014;0.1915;-0.0946;-0.0232
;;0.0723;-0.9085;-0.1523;-1.6922;0.3361;-1.3273
;;0.1553;-0.8837;-0.0824;-1.1455;0.0776;-0.9684
;;0.1276;-1.0935;-0.2866;1.2761;-0.6218;1.2694
;;0.1862;-0.6569;-0.2081;1.0730;0.5557;0.8848
;;0.1452;-1.5366;-0.3905;0.2534;-0.1964;0.3742
;;0.0249;-1.0997;-0.1522;-1.6017;0.5416;-1.2648
;;0.1842;-0.7277;-0.0795;-1.0152;-0.7977;-1.0184
;;0.1967;-1.2021;-0.2197;0.9372;0.6486;1.4179
;;0.0029;-0.6338;-0.1056;0.9265;0.5548;0.7262
;;0.2844;-1.2551;-0.4386;0.5290;-0.9658;0.7519
;;0.1699;-1.2073;-0.1834;-1.2789;-1.7721;-0.9254
;;0.1284;-0.8512;-0.0523;-2.0390;0.3163;-1.8739
;;0.2334;-0.9836;-0.2088;0.5457;0.5782;1.1575
;;0.0700;-0.8013;-0.1382;1.6654;-0.3201;1.8209
;;0.1853;-1.2711;-0.4153;0.6688;-0.1349;0.5684
;;0.1484;-1.3201;-0.2144;-1.4756;-1.3923;-0.7702
;;0.1431;-0.9371;-0.0581;-2.2355;0.2781;-2.0700
;;0.2832;-0.9326;-0.2515;0.7870;0.3893;0.9564
;;0.0879;-0.9073;-0.1329;1.7344;-0.3055;1.6010
;;0.2513;-1.1776;-0.3601;1.0150;0.8368;1.0056
;;0.1416;-1.2476;-0.2786;-1.2705;-0.9958;-1.0957
;;0.1574;-0.7952;-0.0932;-1.8750;-0.2005;-1.0667
;;0.2418;-1.2541;-0.1487;0.0299;0.5478;0.3285
;;-0.0529;-0.7261;-0.1519;1.3332;0.3694;0.9859
;;0.2450;-0.9919;-0.3654;1.3103;-0.3799;1.6305
;;0.2327;-1.0981;-0.1645;-0.5053;-1.8918;-0.0599
;;0.2666;-0.8912;-0.1250;-1.4485;0.2137;-1.9459
;;0.1325;-1.1162;-0.3599;0.2990;-0.1437;0.4981
;;0.0393;-0.7981;-0.2339;0.6691;0.5748;1.1061
;;0.2378;-0.7987;-0.3331;0.4306;0.4792;0.8094
;;0.2444;-1.2760;-0.3231;-1.1710;-1.7916;-0.6794
;;0.1412;-0.8678;-0.0733;-2.1968;0.6342;-2.1254
;;0.2505;-1.0838;-0.1426;0.0958;0.3259;0.2545
;;0.0799;-1.0320;-0.1753;1.5578;0.5647;1.9627
;;0.2479;-0.9364;-0.2820;1.2953;-0.0004;1.4783
;;0.1286;-1.2516;-0.3460;-1.0581;-0.9274;-1.2792
;;0.1281;-0.8328;-0.1164;-2.0568;-0.6006;-1.8123
;;0.1900;-0.9961;-0.0681;-0.3896;0.9232;-0.2113
;;0.0935;-1.0543;-0.2094;1.8760;-0.6258;1.7191
;;0.2137;-0.8544;-0.3270;1.2286;0.7815;1.1327
;;0.2136;-1.2275;-0.4323;-0.7645;-0.7611;-0.2890
;;0.1077;-0.8718;-0.0683;-2.1344;0.0415;-1.8688
;;0.2322;-0.9797;-0.1210;-0.6874;0.6983;-0.7100
;;0.1516;-1.0723;-0.3056;1.8657;-1.1645;1.7570
;;0.2088;-0.9538;-0.3615;1.1770;1.3598;1.6581
;;0.2486;-1.2261;-0.4583;-0.5032;-0.1880;-0.1850
;;0.0793;-0.9229;-0.1426;-1.7738;-0.7199;-2.0740
;;0.1340;-1.0315;-0.0986;-1.2771;0.8007;-1.1146
;;0.2777;-0.8921;-0.2247;1.2932;-0.6274;1.4778
;;0.2339;-1.3770;-0.4299;-0.0448;0.4109;-0.5009
;;0.0664;-1.0597;-0.1400;-1.8003;-0.2908;-1.8426
;;0.1693;-0.8637;-0.0367;-1.4786;0.2805;-1.3850
;;0.2477;-1.1324;-0.2603;1.6665;0.1675;2.4518
;;0.1448;-0.8477;-0.1670;1.3505;0.0068;0.9550
;;0.1679;-1.2262;-0.4317;0.3063;-0.5517;0.1706
;;0.1842;-1.3463;-0.2135;-2.0593;-1.2615;-0.9993
;;0.1393;-0.8630;-0.0380;-2.2744;0.7894;-2.2672
;;0.3362;-0.8598;-0.2675;1.1891;0.4172;1.8579
;;0.1283;-0.9388;-0.2511;1.6620;0.5463;2.0350
;;0.3511;-1.1275;-0.5276;0.2876;-0.5381;0.1950
;;0.2100;-1.3510;-0.2876;-1.4413;-0.7806;-1.3285
;;0.0590;-0.7988;-0.0472;-1.9308;0.0248;-1.9506
;;0.2694;-0.9834;-0.2638;1.0446;0.6157;2.1144
